Symbols	EntrezID	EnsemblID	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS.CoV.2_1	Series1_NHBE_SARS.CoV.2_2	Series1_NHBE_SARS.CoV.2_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Tag
KRT31	3881	ENSG00000094796	16	14	43	20	19	67	25,7353191136052	0,236551418340847	0,435219002830938	0,543522724886018	0,586769948761867	0,891310993457087	KRT31	NC
KRT4	3851	ENSG00000170477	220	159	315	316	277	1335	355,365744428505	1,01298874809263	0,184799579122031	5,48155332877522	4,21607593794091e-08	4,81716790737878e-06	KRT4	Up
KRT5	3852	ENSG00000186081	118577	111764	170196	95676	91694	275112	132854,312849644	-0,124372323753847	0,0757022886359965	-1,64291365551541	0,100400799270484	0,507183120423031	KRT5	NC
KRT6A	3853	ENSG00000205420	64852	61023	108942	70305	60166	194475	84426,0048067281	0,154503448814124	0,0890730840655152	1,73456943177676	0,0828170977717936	0,470211415981168	KRT6A	NC
KRT6B	3854	ENSG00000185479	1111	1085	2026	3347	2716	9338	2803,30818252838	1,54827213517812	0,109072078933388	14,1949447587193	9,84640021061483e-46	1,18127263326746e-42	KRT6B	Up
KRT6C	286887	ENSG00000170465	85	92	134	69	55	130	91,7528153160937	-0,526384972140133	0,244991300860859	-2,14858637955921	0,0316672023341411	0,304416207053438	KRT6C	NC
KRT7	3855	ENSG00000135480	25281	25163	37265	25054	19696	66315	30401,0982025099	0,00358982906277457	0,0961936542882311	0,0373187721096252	0,970230837938721	0,993792046105794	KRT7	NC
KRT75	9119	ENSG00000170454	15	13	33	32	28	120	32,8513798237079	1,18297871999946	0,395388171668391	2,99194261428642	0,00277208366388218	0,0700140794012516	KRT75	NC
KRT8	3856	ENSG00000170421	4355	4251	6003	4841	3653	12274	5407,15225218755	0,171885446646045	0,106445627188899	1,61477226622957	0,106360021167167	0,517014730667116	KRT8	NC
KRT80	144501	ENSG00000167767	295	288	417	329	246	967	378,057227787148	0,244958677055871	0,148048800208709	1,65458062956637	0,0980095954186717	0,501416254259192	KRT80	NC
KRT81	3887	ENSG00000205426	6	12	26	20	7	37	16,0510808984441	0,299424427197933	0,577131884323391	0,518814564454306	0,603890060432012	0,895909941777038	KRT81	NC
KRT9	3857	ENSG00000171403	12	10	33	13	17	36	18,3699555616335	0,0717776077946836	0,510453128309016	0,14061547243811	0,888173724452796	0,974224470720453	KRT9	NC
KRTAP2-3	730755	ENSG00000212724	82	103	175	85	113	328	130,977353831816	0,207256834249197	0,217238287035203	0,954052976009757	0,340056827297124	0,776645767920928	KRTAP2-3	NC
KRTCAP2	200185	ENSG00000163463	447	431	523	432	381	1123	517,936548143918	0,129280217505565	0,137815759233058	0,938065561043286	0,348210718876737	0,77890854183768	KRTCAP2	NC
KRTCAP3	200634	ENSG00000157992	132	145	231	157	123	417	182,300881846409	0,134310843084776	0,17836897694602	0,752994412954574	0,45145327138687	0,82859130955199	KRTCAP3	NC
KSR1	8844	ENSG00000141068	43	55	93	44	35	155	62,0844161951812	-0,0953006338318052	0,291856118565782	-0,326532931021369	0,744021178103793	0,937013656930609	KSR1	NC
KTN1	3895	ENSG00000126777	2741	2705	5256	2418	2545	6673	3437,29037104197	-0,139690813600285	0,107088932320327	-1,304437448143	0,192084473969349	0,643697607321308	KTN1	NC
KTN1-AS1	100129075	ENSG00000186615	8	14	23	7	6	15	11,6377604489776	-0,91927765217444	0,628642832015769	-1,46232105952237	0,143653250196653	NA	KTN1-AS1	NC
KXD1	79036	ENSG00000105700	1782	1522	2176	1571	1404	4496	1976,97198424084	0,0910573933342089	0,104379882840896	0,872365352938798	0,383009095497058	0,801977411320025	KXD1	NC
KYNU	8942	ENSG00000115919	693	618	1457	1228	1294	3290	1282,04347332879	0,840687632516883	0,136984856503112	6,13708444843889	8,40497121894651e-10	1,30953817810002e-07	KYNU	NC
L1CAM	3897	ENSG00000198910	501	490	646	581	438	1323	618,921049195963	0,210367734256718	0,136611349425009	1,53989939446573	0,123584878432852	0,546124576280491	L1CAM	NC
L1TD1	54596	ENSG00000240563	37	25	89	38	48	142	54,6707132750029	0,309902175262919	0,330133940332894	0,93871649473673	0,347876322325368	0,77890854183768	L1TD1	NC
L2HGDH	79944	ENSG00000087299	114	102	146	77	98	275	123,97557006897	-0,0437725920053353	0,207996074611769	-0,210449125480075	0,833317154435759	0,961215261390359	L2HGDH	NC
L3HYPDH	112849	ENSG00000126790	78	72	116	71	65	195	91,5575138906958	-0,00177968749396948	0,227146861072621	-0,00783496406494691	0,993748667096276	0,998238183537986	L3HYPDH	NC
L3MBTL1	26013	ENSG00000185513	38	83	64	47	33	136	61,9291901681755	-0,201863639511389	0,335287366900533	-0,602061572964886	0,547133152196452	0,876141175961749	L3MBTL1	NC
L3MBTL2	83746	ENSG00000100395	327	264	325	255	240	747	332,315541254886	0,0664629841056842	0,162540069189862	0,408902152170546	0,682611469563055	0,917024631270663	L3MBTL2	NC
L3MBTL3	84456	ENSG00000198945	876	639	1018	525	672	1918	860,068003115007	-0,0712120653581103	0,13712477446373	-0,51932311747901	0,603535435076578	0,895909941777038	L3MBTL3	NC
LACC1	144811	ENSG00000179630	455	482	907	420	532	1176	616,445438992919	-0,0286150606461923	0,145157077913475	-0,197131693869238	0,843724481916349	0,962807860092352	LACC1	NC
LACTB	114294	ENSG00000103642	187	208	452	161	198	518	261,224167925261	-0,217400434788412	0,184970060329627	-1,17532769574163	0,239863638242452	0,691012436292812	LACTB	NC
LACTB2	51110	ENSG00000147592	406	329	568	315	316	861	433,031160251437	-0,104134236937264	0,128967577468465	-0,807445087992959	0,419410099098566	0,815129926073858	LACTB2	NC
LAD1	3898	ENSG00000159166	3809	3508	5266	3868	3083	10132	4533,06398119509	0,10798770072842	0,0979884576343846	1,10204511159207	0,270442060015438	0,718603188041021	LAD1	NC
LAGE3	8270	ENSG00000196976	28	19	42	27	19	88	32,2184120797579	0,207692743561647	0,384132252970523	0,5406803046491	0,588727956054919	0,891373763440568	LAGE3	NC
LAMA1	284217	ENSG00000101680	131	122	160	88	89	205	128,365778030987	-0,391192532925938	0,210049533796726	-1,86238229552326	0,0625492228761295	0,417225222307446	LAMA1	NC
LAMA2	3908	ENSG00000196569	24	19	56	29	31	107	37,9162307902306	0,430610833365651	0,366107031753466	1,17618837120731	0,239519610366552	0,690583216911206	LAMA2	NC
LAMA3	3909	ENSG00000053747	39318	31547	54492	35082	37510	105717	46127,9142471942	0,188439456288004	0,088138032745317	2,13800388343722	0,0325164280500073	0,308379120407856	LAMA3	NC
LAMA4	3910	ENSG00000112769	32	39	48	39	17	93	40,6189704559619	-0,0556690723060479	0,363050514043607	-0,15333698797452	0,878132533375049	0,971576915778281	LAMA4	NC
LAMA5	3911	ENSG00000130702	2698	3388	4212	3667	2027	6486	3582,14847895452	-0,0129716776271127	0,273607394822254	-0,0474098210523133	0,962186601755599	0,991867387975762	LAMA5	NC
LAMB1	3912	ENSG00000091136	5014	4339	6693	4511	4701	13504	5906,64367655284	0,167621112151216	0,0864921341138652	1,93799255699422	0,0526241306145861	0,388511812297347	LAMB1	NC
LAMB2	3913	ENSG00000172037	1215	1286	1759	1297	1040	3068	1505,81656556101	0,0425705141328258	0,113477996215805	0,37514333661539	0,70755386861869	0,923368189037139	LAMB2	NC
LAMB3	3914	ENSG00000196878	22012	20690	30254	27130	22510	68089	29135,5113645827	0,377119872619317	0,0923974661855392	4,08149582654182	4,47467813576584e-05	0,00252031519224332	LAMB3	NC
LAMC1	3915	ENSG00000135862	7018	6230	9395	5512	6163	16652	7855,62584598653	-0,00217436515892369	0,0901413623385481	-0,024121725060659	0,980755514270708	0,995021674756128	LAMC1	NC
LAMC2	3918	ENSG00000058085	80535	67531	123576	82264	84861	255564	103842,437292196	0,311172884633551	0,0855461235745278	3,63748667538929	0,000275311430094998	0,0120105862794534	LAMC2	NC
LAMP1	3916	ENSG00000185896	4404	4408	6878	4009	3466	10044	5163,49002255688	-0,133653670300422	0,0904226701901769	-1,47809913176997	0,139381246460088	0,571670847343427	LAMP1	NC
LAMP2	3920	ENSG00000005893	1565	1625	3241	1376	1422	3897	2009,64396829873	-0,208785157553072	0,11795553738269	-1,77003269355383	0,076721694582798	0,456152193782825	LAMP2	NC
LAMP3	27074	ENSG00000078081	21	40	27	44	44	117	45,02521468566	0,865498004825762	0,361824100485718	2,39204078352964	0,0167549804609124	0,212483615845207	LAMP3	NC
LAMTOR1	55004	ENSG00000149357	915	936	1505	890	722	2423	1126,23734240137	-0,0617953805301545	0,108754934724517	-0,568207600755644	0,569894010994925	0,884929044179476	LAMTOR1	NC
LAMTOR2	28956	ENSG00000116586	1081	929	1191	1209	883	2770	1251,16175031434	0,279175131703146	0,137079122307194	2,03659847688195	0,041690295556466	0,349986113677825	LAMTOR2	NC
LAMTOR3	8649	ENSG00000109270	491	488	963	442	437	1323	626,841026957142	-0,119764523990669	0,128594646616443	-0,931333668561565	0,351680991056372	0,780728957764187	LAMTOR3	NC
LAMTOR4	389541	ENSG00000188186	239	279	424	278	174	546	305,610132519913	-0,17419170303023	0,177830192953453	-0,979539526652964	0,327313468325244	0,767270185270589	LAMTOR4	NC
LAMTOR5	10542	ENSG00000134248	553	434	907	416	487	1385	630,756564835812	-0,0405879850223279	0,13200580643868	-0,307471209921224	0,758484733523093	0,942636007694167	LAMTOR5	NC
LANCL1	10314	ENSG00000115365	473	430	983	331	379	986	549,586408031666	-0,410366459782607	0,149458378818869	-2,74569055964361	0,00603836881327023	0,114442828835392	LANCL1	NC
LANCL2	55915	ENSG00000132434	238	170	286	161	186	516	238,63349869231	-0,02173037538726	0,167192473240767	-0,129972210866017	0,896588412683111	0,977052519480359	LANCL2	NC
LAP3	51056	ENSG00000002549	669	544	814	644	684	1987	807,06057582591	0,362817508551738	0,11702652080074	3,10030159035065	0,00193323686510178	0,0536875987745974	LAP3	NC
LAPTM4A	9741	ENSG00000068697	1771	1785	2830	1494	1505	4570	2127,50919316483	-0,0893221788152603	0,0898720226772874	-0,993881924033228	0,320280355525778	0,760570749256286	LAPTM4A	NC
LAPTM4B	55353	ENSG00000104341	528	500	788	433	492	1405	630,584726393024	0,0234479100728635	0,115902628557778	0,202306974092262	0,839676748165668	0,962139632067194	LAPTM4B	NC
LARP1	23367	ENSG00000155506	4065	3405	5418	3600	3633	11063	4719,41594086904	0,158446787492053	0,0889503768102853	1,7812941684327	0,0748644066704841	0,452691814754882	LARP1	NC
LARP1B	55132	ENSG00000138709	216	170	335	188	209	573	256,399888372429	0,125006769413553	0,157012723381648	0,796156940158925	0,425940821918067	0,819043442947756	LARP1B	NC
LARP4	113251	ENSG00000161813	845	754	1333	681	737	2132	985,708816202871	-0,0455473015246452	0,10463915453451	-0,435279716538836	0,663359405909431	0,912337818720101	LARP4	NC
LARP4B	23185	ENSG00000107929	1120	949	1522	889	913	2732	1238,91895251229	-0,00420391953779963	0,100072781796403	-0,042008620749171	0,96649182582109	0,993007968136705	LARP4B	NC
LARP6	55323	ENSG00000166173	237	190	278	212	241	686	278,683947109014	0,340445519380101	0,156898429641846	2,16984656989391	0,030018471090414	0,296893320421844	LARP6	NC
LARP7	51574	ENSG00000174720	1003	899	1648	774	976	2413	1185,74873656803	-0,0554689237590594	0,116639238247897	-0,475559722373784	0,634388075953219	0,904903783977906	LARP7	NC
LARS	NA	NA	2447	1910	3393	1703	2007	6167	2645,9862118944	-0,01552451285523	0,110849282548903	-0,140050639014115	0,888619980468668	0,974224470720453	LARS	NC
LARS2	23395	ENSG00000011376	582	540	881	511	533	1563	700,877211388572	0,0518222228991057	0,108801636083345	0,476300033387445	0,633860641608828	0,904751629858864	LARS2	NC
LAS1L	81887	ENSG00000001497	584	510	885	560	614	1735	738,196461660144	0,236154803853305	0,110988842072758	2,1277346392937	0,0333590912064582	0,313152595621188	LAS1L	NC
LASP1	3927	ENSG00000002834	5231	4493	7277	4535	4572	13908	6065,85350897671	0,0944573356412277	0,0842080807602232	1,12171343638847	0,261984301742724	0,710288286555357	LASP1	NC
LAT	27040	ENSG00000213658	33	46	49	37	26	83	43,2492916389452	-0,132213683310594	0,33869531252134	-0,390361715744926	0,696269093149692	0,920061844967204	LAT	NC
LAT2	7462	ENSG00000086730	6	18	20	13	12	45	16,721986126812	0,284204634282197	0,543115474890691	0,523285834084174	0,600775357479803	0,8958385956029	LAT2	NC
LATS1	9113	ENSG00000131023	360	314	606	327	319	853	428,513540465839	-0,042898793813584	0,133488622741588	-0,321366667304891	0,74793254012999	0,938102110187087	LATS1	NC
LATS2	26524	ENSG00000150457	289	265	485	302	211	743	349,594673196595	-0,0313769597853356	0,152669068245767	-0,205522704408105	0,83716376114329	0,961613357539634	LATS2	NC
LAYN	143903	ENSG00000204381	290	253	375	230	253	824	332,591678555073	0,1252852245296	0,147306743714057	0,850505695603425	0,395043995204488	0,807383783725425	LAYN	NC
LBH	81606	ENSG00000213626	336	281	560	353	281	1076	425,221908104733	0,187633384178693	0,145865676129972	1,28634363584963	0,198323159984189	0,649013352517818	LBH	NC
LBR	3930	ENSG00000143815	178	165	270	135	141	426	200,599396623855	-0,14069754615482	0,164182886552467	-0,856956221864559	0,391469079414324	0,806028345762678	LBR	NC
LBX2-AS1	151534	ENSG00000257702	14	20	23	9	7	27	15,6906832189308	-0,784921947505207	0,535419378475241	-1,46599465589104	0,142649742766401	0,577579805591803	LBX2-AS1	NC
LCA5	167691	ENSG00000135338	167	187	306	125	109	308	189,118042569595	-0,565392727096239	0,176616633288304	-3,20124280805029	0,00136836171739393	0,0414219228569217	LCA5	NC
LCAT	3931	ENSG00000213398	86	85	73	72	69	156	88,3457914415862	-0,0196179583146339	0,274739706495411	-0,0714056172108546	0,943074939136013	0,988683722179674	LCAT	NC
LCE1E	353135	ENSG00000186226	9	16	12	5	5	47	12,6182502103696	-0,0755447698111734	0,661374844329817	-0,11422383306357	0,909060359498895	0,980429256986176	LCE1E	NC
LCLAT1	253558	ENSG00000172954	170	162	228	104	113	319	171,286281044812	-0,40098289697649	0,177690054255545	-2,25664232394131	0,0240304334680013	0,259957718950056	LCLAT1	NC
LCMT1	51451	ENSG00000205629	285	220	332	239	258	806	320,768372306117	0,265550761845612	0,152442189679807	1,7419768267786	0,0815124992347857	0,468794560555956	LCMT1	NC
LCMT2	9836	ENSG00000168806	118	97	160	102	100	262	130,58203244715	0,0164223139111504	0,198442726649187	0,0827559376372722	0,93404560556397	0,986294098957176	LCMT2	NC
LCN2	3934	ENSG00000148346	4455	4174	5002	7214	5429	14498	6386,1098538609	0,717257213695227	0,136668769403642	5,24814276754668	1,53640216063135e-07	1,57540313855507e-05	LCN2	NC
LCOR	84458	ENSG00000196233	278	299	709	212	241	767	372,557432254658	-0,384618836922054	0,182274558583345	-2,1101070819282	0,0348491334329431	0,318905456746772	LCOR	NC
LCORL	254251	ENSG00000178177	31	35	59	31	40	118	46,409848422583	0,251197221440052	0,318661332593986	0,788288994448251	0,430527683653092	0,820623007398355	LCORL	NC
LCP1	3936	ENSG00000136167	103	89	114	73	82	271	110,020149011856	0,0733014269159825	0,225076766847089	0,325673004561068	0,744671770886918	0,937013656930609	LCP1	NC
LDB1	8861	ENSG00000198728	2221	2377	3004	2204	1668	5405	2624,28411641959	-0,0461562657016142	0,118302683747268	-0,390154003608392	0,696422671553326	0,920061844967204	LDB1	NC
LDHA	3939	ENSG00000134333	28225	23223	40294	25541	27319	84259	34206,6515082224	0,228433646977546	0,0897254281712468	2,54591871706163	0,0108990563627518	0,165723674504351	LDHA	NC
LDHB	3945	ENSG00000111716	5341	4359	8091	4468	4723	13592	6161,1070893437	0,0428303980726478	0,0912009305325878	0,46962676611445	0,638621698141082	0,905621398722316	LDHB	NC
LDLR	3949	ENSG00000130164	4963	4702	6969	5711	5193	17260	6680,28676473311	0,396664734886572	0,0876362625297915	4,52626257026568	6,00359799302375e-06	0,000428721220966107	LDLR	NC
LDLRAD1	388633	ENSG00000203985	16	7	23	2	9	35	12,8606420772526	-0,495531132826936	0,653164033129069	-0,758662614126238	0,448054406509718	0,827859473867419	LDLRAD1	NC
LDLRAD2	401944	ENSG00000187942	15	50	13	28	22	52	30,4887351524416	0,0221922214548525	0,527668407810162	0,0420571349854938	0,966453151240453	0,993007968136705	LDLRAD2	NC
LDLRAD3	143458	ENSG00000179241	140	105	227	95	130	299	153,538087811326	-0,117672155851476	0,203057627001842	-0,579501285368655	0,562250979570678	0,883358433984995	LDLRAD3	NC
LDLRAP1	26119	ENSG00000157978	646	569	881	595	440	1397	704,351292680181	-0,0903831113575653	0,127541384719519	-0,708657127694904	0,478537275779378	0,845451202173602	LDLRAP1	NC
LDOC1	23641	ENSG00000182195	590	472	744	531	504	1525	665,086054333155	0,167213510762085	0,118158338789118	1,41516470589958	0,157020210062642	0,60213859473756	LDOC1	NC
LEF1	51176	ENSG00000138795	16	5	14	17	2	24	12,1628487664893	0,00754909971777277	0,699364832626732	0,0107942226511723	0,991387623646606	NA	LEF1	NC
LEMD2	221496	ENSG00000161904	876	914	1372	800	790	2257	1078,96958529971	-0,0327193691439877	0,100688755644208	-0,324955541804532	0,745214719662223	0,937044438925447	LEMD2	NC
LEMD3	23592	ENSG00000174106	200	240	413	210	185	610	280,525793324632	-0,0823126540106983	0,16127356504284	-0,51039148287466	0,609777222636537	0,897386817955169	LEMD3	NC
LENG1	79165	ENSG00000105617	101	116	136	137	96	331	140,327497614048	0,335431355961642	0,20976502392833	1,59908143731459	0,1098025086678	0,522865683145517	LENG1	NC
LENG8	114823	ENSG00000167615	2273	2996	3472	2343	1947	6035	2969,67317055602	-0,0977260722483062	0,127751620249984	-0,764969337039137	0,44428980371971	0,825483161719895	LENG8	NC
LENG9	94059	ENSG00000275183	27	23	41	44	30	106	40,4282408946473	0,672946696498281	0,341466881994182	1,97075245648492	0,0487521972382438	0,37504345849181	LENG9	NC
LEO1	123169	ENSG00000166477	1191	964	1622	875	966	2834	1286,06997123357	-0,0344453818564986	0,105472842799069	-0,326580576974858	0,743985136039986	0,937013656930609	LEO1	NC
LEP	3952	ENSG00000174697	15	14	21	17	8	37	17,1520126800266	-0,0243495350708895	0,513245313385795	-0,0474422940372502	0,962160721184339	0,991867387975762	LEP	NC
LEPR	3953	ENSG00000116678	150	142	305	156	149	328	193,735541590554	-0,104622819074353	0,19567583404794	-0,534674195121718	0,592875168348451	0,894457167338577	LEPR	NC
LEPROT	54741	ENSG00000213625	875	879	2003	744	730	2296	1131,04329329711	-0,28444180928899	0,141528959632655	-2,00977814029915	0,0444546753831098	0,358770834270553	LEPROT	NC
LEPROTL1	23484	ENSG00000104660	425	499	833	411	404	1243	578,42352726236	-0,0912613580000148	0,130047554240875	-0,70175374333438	0,48283275048465	0,846636092652276	LEPROTL1	NC
LETM1	3954	ENSG00000168924	831	761	1373	1001	882	2684	1136,92576918865	0,32329987361686	0,104085719332702	3,10609251383907	0,00189577393967896	0,0528920929170431	LETM1	NC
LETM2	137994	ENSG00000165046	150	128	237	128	100	428	172,203277779678	-0,0384286494671703	0,192144728610759	-0,19999845816753	0,841481786966625	0,962807860092352	LETM2	NC
LETMD1	25875	ENSG00000050426	219	228	379	162	182	550	261,239370348688	-0,225349847567148	0,154721038838683	-1,45649130369468	0,145256851898932	0,583731095665513	LETMD1	NC
LFNG	3955	ENSG00000106003	56	61	71	44	32	103	58,3175190029968	-0,401460814425246	0,291449259342285	-1,37746383480687	0,16836888865724	0,614669360127354	LFNG	NC
LGALS1	3956	ENSG00000100097	6400	6014	7484	6968	5042	17473	7570,88310067367	0,208789649658573	0,123854591988799	1,68576430074918	0,091841206345404	0,484654441411266	LGALS1	NC
LGALS3	3958	ENSG00000131981	1421	1400	2423	1473	1194	3658	1777,72923994391	-0,016811939725615	0,105617241151284	-0,15917798592688	0,873528647400749	0,970890139205637	LGALS3	NC
LGALS3BP	3959	ENSG00000108679	3130	3302	4715	4082	3031	9651	4281,93168023995	0,282078901140728	0,11098723246669	2,54154369715803	0,0110364149774669	0,166755504388754	LGALS3BP	NC
LGALS7B	653499	ENSG00000178934	79	86	141	115	55	215	107,08293571864	0,0621569799370047	0,255263460554757	0,243501282173017	0,807617091966254	0,95542670864009	LGALS7B	NC
LGALS8	3964	ENSG00000116977	2251	2249	3562	1668	1762	4835	2533,99343326669	-0,27171377496886	0,088709250385315	-3,06297002610947	0,00219152009872067	0,05909907469015	LGALS8	NC
LGALS9	3965	ENSG00000168961	50	33	50	80	61	156	67,2325126101342	0,899896897702114	0,290515327610033	3,09758836170625	0,00195102222943369	0,0539318287707741	LGALS9	NC
LGALSL	29094	ENSG00000119862	201	180	359	225	246	810	293,74305099638	0,440873905176768	0,157879610223599	2,79246892332947	0,00523074918032048	0,104006482219052	LGALSL	NC
LGI3	203190	ENSG00000168481	13	15	21	4	7	7	11,5115696512374	-1,59329670791228	0,664994978271951	-2,39595299208515	0,0165772161713826	NA	LGI3	NC
LGI4	163175	ENSG00000153902	11	13	4	1	11	39	11,1851119375269	0,16430969410572	0,77737772811253	0,211364035994011	0,83260321789304	NA	LGI4	NC
LGMN	5641	ENSG00000100600	648	600	840	638	531	1689	758,84413705509	0,115603598993931	0,118020528739973	0,979521107286619	0,327322564659071	0,767270185270589	LGMN	NC
LGR4	55366	ENSG00000205213	447	536	1157	437	442	1276	650,086413280418	-0,252986920414801	0,160700760412376	-1,57427332494014	0,115424273918833	0,531622294455446	LGR4	NC
LHFPL2	10184	ENSG00000145685	497	509	832	454	485	1415	635,998805458303	0,03195862134173	0,11528238106761	0,277220344043614	0,781610919285854	0,948623507357845	LHFPL2	NC
LHPP	64077	ENSG00000107902	196	203	261	153	152	531	225,636325756559	-0,0563494382529185	0,169178560238446	-0,333076710036413	0,739076379302079	0,935898176323311	LHPP	NC
LHX6	26468	ENSG00000106852	16	8	25	8	12	28	14,8144377376569	-0,300970952919389	0,555534698470291	-0,54176805471942	0,587978300761272	0,891310993457087	LHX6	NC
LIAS	11019	ENSG00000121897	108	138	246	110	138	327	163,997543049235	-0,0364617138061926	0,203272211375717	-0,179373823698896	0,857644183695304	0,966280065037804	LIAS	NC
LIF	3976	ENSG00000128342	472	470	668	1134	979	2791	972,314655961269	1,3073936641451	0,112757042927156	11,5947849482866	4,37964333609295e-31	2,62712905515536e-28	LIF	Up
LIFR	3977	ENSG00000113594	22	48	95	39	33	124	52,7496944015677	-0,0627725748152913	0,354547758356138	-0,177049701586992	0,859469349974413	0,967263732873292	LIFR	NC
LIG1	3978	ENSG00000105486	154	173	212	144	103	399	181,19752025336	-0,11623354973764	0,190503479091174	-0,610138724458735	0,5417699162999	0,873794962405002	LIG1	NC
LIG3	3980	ENSG00000005156	384	296	489	385	344	1189	458,796750827476	0,348413133786285	0,135173953540695	2,57751678233924	0,00995130491089311	0,155046500020759	LIG3	NC
LIG4	3981	ENSG00000174405	321	401	776	322	354	983	478,354558869826	-0,131427635702332	0,158842604418928	-0,827407962637705	0,408005868904556	0,811286762921485	LIG4	NC
LIMA1	51474	ENSG00000050405	8301	7283	12445	5571	6671	18919	9035,48866496404	-0,184324830920381	0,0956819898855058	-1,92643183049335	0,0540504761386611	0,392282856766798	LIMA1	NC
LIMCH1	22998	ENSG00000064042	59	77	157	54	41	135	80,3245447523239	-0,617873346132166	0,271870723574363	-2,27267334271527	0,0230458722251415	0,254118868644322	LIMCH1	NC
LIMD1	8994	ENSG00000144791	356	325	521	293	286	751	395,875440254543	-0,140876341283163	0,131269871451739	-1,07318107136987	0,283189881774847	0,728124520285649	LIMD1	NC
LIMD2	80774	ENSG00000136490	51	35	52	55	34	130	54,3671677654217	0,319911990324319	0,310712675079891	1,02960714506437	0,303194459809476	0,746049804707356	LIMD2	NC
LIME1	54923	ENSG00000203896	14	22	21	25	13	29	20,9442177621273	0,056444830390845	0,505059808528325	0,111758705479491	0,911014730588375	0,980768292492936	LIME1	NC
LIMK1	3984	ENSG00000106683	665	714	998	734	551	1833	844,087892223324	0,0651858090877214	0,123987236294164	0,52574612545654	0,599064611116603	0,8958385956029	LIMK1	NC
LIMK2	3985	ENSG00000182541	3147	2795	4312	2708	2581	8070	3593,81665575022	0,0347495567053172	0,0867445424178169	0,400596461019314	0,688717251641852	0,918049383473111	LIMK2	NC
LIMS1	3987	ENSG00000169756	298	302	685	305	228	698	386,457383702147	-0,296208229962749	0,17291890385947	-1,71298928776159	0,0867145103543985	0,476770843593822	LIMS1	NC
LIN37	55957	ENSG00000267796	109	111	117	109	100	310	131,392339322723	0,253974447434954	0,213603056158872	1,1890019365924	0,234438904865291	0,689392216247132	LIN37	NC
LIN52	91750	ENSG00000205659	50	38	86	40	43	106	56,1014494528889	-0,137016650698759	0,293168589768954	-0,46736470236031	0,640238971980582	0,905896583253401	LIN52	NC
LIN54	132660	ENSG00000189308	142	113	194	97	123	262	147,273807131901	-0,158818673394323	0,200224978486137	-0,793201101057027	0,427660666127645	0,820127958820903	LIN54	NC
LIN7B	64130	ENSG00000104863	10	10	18	14	9	25	13,5561898438026	0,11016942651245	0,569656039963494	0,193396398499541	0,846648535775325	0,963355379220222	LIN7B	NC
LIN7C	55327	ENSG00000148943	248	214	446	208	222	697	303,584677586122	-0,0149835168396056	0,154680563457067	-0,0968674829256392	0,922831632199979	0,982548251368227	LIN7C	NC
LIN9	286826	ENSG00000183814	59	63	135	57	49	159	78,8418644172806	-0,245291648986642	0,259421265831778	-0,945534084108978	0,344386278323633	0,778165149779799	LIN9	NC
LINC00113	54088	ENSG00000225298	12	25	33	7	5	22	16,3706944839682	-1,40920927296088	0,556890507416947	-2,53049612839924	0,0113901341956949	0,168704696398521	LINC00113	NC
LINC00115	79854	ENSG00000225880	9	12	26	12	7	28	14,1596325404354	-0,276073439144999	0,567594503945518	-0,486392023224204	0,626689245068442	0,90318618810305	LINC00115	NC
LINC00174	285908	ENSG00000179406	29	32	62	21	13	66	33,3660377598986	-0,667347059448957	0,383604224906493	-1,73967598926114	0,0819159277367865	0,46931489257795	LINC00174	NC
LINC00265	349114	NA	55	52	51	39	35	88	52,0051477949373	-0,279839953082698	0,318232902995169	-0,879355812830409	0,379208382652712	0,799958929165161	LINC00265	NC
LINC00294	283267	ENSG00000280798	223	218	358	157	184	603	260,614326142114	-0,135098535199125	0,160228366406469	-0,843162407687572	0,399137619623029	0,809131654753126	LINC00294	NC
LINC00313	114038	ENSG00000185186	17	9	24	26	24	55	23,9362230329869	0,852898218983552	0,448086922514849	1,90342135895584	0,056985586185398	0,402771126657742	LINC00313	NC
LINC00319	284836	ENSG00000188660	14	16	4	9	6	19	11,5081325148801	-0,430110055142921	0,70010432061053	-0,614351379474192	0,53898315728503	NA	LINC00319	NC
LINC00339	29092	ENSG00000218510	20	25	45	16	24	67	29,3490486310994	-0,0843280637891986	0,399878118762406	-0,21088441660721	0,832977464427735	0,961215261390359	LINC00339	NC
LINC00467	84791	ENSG00000153363	106	69	107	72	68	206	97,0361314422259	-0,0516674925135817	0,23859384857097	-0,216549977390608	0,828559072859257	0,959680132041702	LINC00467	NC
LINC00472	79940	ENSG00000233237	10	14	14	18	23	46	19,5819330659596	0,922234380801437	0,49301985266666	1,87058264654705	0,061402951766853	0,415958044039178	LINC00472	NC
LINC00476	100128782	ENSG00000175611	34	31	43	37	25	59	37,4142992277104	-0,0555832283960134	0,365765606691736	-0,151964064906897	0,879215278471089	0,971590772530999	LINC00476	NC
LINC00520	645687	ENSG00000258791	144	137	191	104	137	424	169,631872512133	0,100369532934398	0,192052021993509	0,522616382231011	0,601241237880795	0,8958385956029	LINC00520	NC
LINC00578	100505566	ENSG00000228221	20	17	20	14	10	37	18,4256669869302	-0,27549249442611	0,491881465192992	-0,560079031069039	0,575425532464438	0,88605459949428	LINC00578	NC
