NegControl1	NegControl2	NegControl3	NegControl4	NegControl5	case1.lung1	case1.lung2	case1.lung3	case1.lung4	case2.lung1	case2.lung2	case2.lung3	case3.lung1	case3.lung2	case4.lung1	case4.lung2	case5.lung1	case5.lung2	case5.lung3	case5.lung4	case5.lung5	ENTREZID	ENSEMBL	HGNC_SYMBOL
1	7	2	6	0	6	2	0	1	2	1	3	2	2	2	0	2	0	11	2	1	100130742	ENSG00000214954	LRRC69
0	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	57554	ENSG00000033122	LRRC7
0	0	1	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	100130733	ENSG00000186105	LRRC70
4	0	11	1	0	1	3	2	0	0	1	0	0	2	0	0	2	0	5	1	1	149499	ENSG00000160838	LRRC71
0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	221424	ENSG00000204052	LRRC73
0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	145497	ENSG00000100565	LRRC74A
0	1	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	400891	ENSG00000187905	LRRC74B
16	5	9	33	1	32	3	5	0	3	1	7	16	3	1	0	3	0	20	4	15	388341	ENSG00000181350	LRRC75A
172	79	82	171	68	233	32	41	6	104	83	96	300	54	34	1	56	0	166	67	186	NA	NA	LRRC75A-AS1
9	1	9	9	0	3	1	3	0	1	2	6	10	3	3	0	0	0	1	4	5	388886	ENSG00000178026	LRRC75B
452	36	256	233	41	824	194	148	19	110	142	153	275	78	87	2	150	5	288	138	305	56262	ENSG00000136802	LRRC8A
32	21	52	58	16	128	18	14	1	23	32	27	102	19	1	0	16	1	54	22	59	23507	ENSG00000197147	LRRC8B
58	27	97	55	8	215	26	22	2	48	59	30	99	36	4	0	20	0	73	18	61	84230	ENSG00000171488	LRRC8C
21	12	11	25	2	96	13	10	1	29	37	26	59	9	5	0	16	1	23	9	27	55144	ENSG00000171492	LRRC8D
0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	1	0	80131	ENSG00000171017	LRRC8E
60	16	18	22	12	171	27	36	7	32	37	25	63	20	3	0	27	0	48	29	52	85444	ENSG00000133739	LRRCC1
0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	401387	ENSG00000240720	LRRD1
971	217	1070	762	285	2222	416	250	103	282	320	328	1153	293	91	2	357	13	871	346	867	9208	ENSG00000124831	LRRFIP1
14	2	10	8	1	16	5	7	1	3	0	3	16	10	2	0	1	0	8	8	12	101290506	NA	LRRFIP1P1
251	23	246	206	87	490	54	70	20	80	71	75	330	61	33	1	97	2	182	87	260	9209	ENSG00000093167	LRRFIP2
10	13	67	5	6	18	3	8	7	3	5	4	7	11	0	0	8	1	1	5	5	84125	ENSG00000133640	LRRIQ1
0	0	2	0	0	5	0	0	0	3	0	0	1	0	0	0	1	0	0	0	2	127255	ENSG00000162620	LRRIQ3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	344657	ENSG00000188306	LRRIQ4
147	16	83	118	10	368	42	74	13	28	32	79	110	26	23	1	43	5	105	48	91	79705	ENSG00000154237	LRRK1
365	306	367	577	299	832	107	158	26	345	718	620	1051	295	172	1	257	7	495	178	593	120892	ENSG00000188906	LRRK2
2	0	2	7	4	15	7	2	0	2	5	3	16	9	1	0	0	0	3	0	6	57633	ENSG00000175928	LRRN1
22	0	6	8	0	66	14	4	1	3	5	7	18	5	2	0	5	0	8	3	6	10446	ENSG00000170382	LRRN2
23	3	10	4	3	31	6	6	0	4	8	1	15	4	3	0	0	0	4	5	0	54674	ENSG00000173114	LRRN3
4	13	40	0	0	103	41	44	6	8	7	3	55	18	29	1	1	0	27	8	31	164312	ENSG00000125872	LRRN4
2	0	0	1	8	1	0	1	0	2	1	1	12	2	3	1	2	0	4	7	6	221091	ENSG00000177363	LRRN4CL
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	347730	ENSG00000162951	LRRTM1
74	17	61	53	13	89	12	8	2	17	16	14	55	8	7	0	11	1	39	9	31	26045	ENSG00000146006	LRRTM2
0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	347731	ENSG00000198739	LRRTM3
0	1	0	0	1	0	0	1	2	1	0	0	0	0	4	0	0	0	0	0	0	80059	ENSG00000176204	LRRTM4
92	5	55	51	4	76	14	9	0	25	13	18	67	28	17	1	23	4	36	15	35	90678	ENSG00000148356	LRSAM1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	57408	ENSG00000144771	LRTM1
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	654429	ENSG00000166159	LRTM2
12	2	7	12	1	6	5	2	1	2	10	7	15	10	2	1	5	0	22	1	8	220074	ENSG00000184154	LRTOMT
21	2	16	16	3	21	4	6	2	3	4	7	36	13	18	0	5	3	17	3	16	222229	ENSG00000161036	LRWD1
143	17	117	53	12	246	15	26	1	45	41	48	186	22	3	0	27	0	78	38	58	4045	ENSG00000185565	LSAMP
96	8	56	79	16	228	31	27	6	58	44	54	115	40	26	0	40	1	71	19	81	55341	ENSG00000041802	LSG1
0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	101234261	ENSG00000281560	LSINCT5
26	7	18	22	6	105	10	16	5	17	13	11	44	3	15	0	25	0	26	14	27	27257	ENSG00000175324	LSM1
14	0	11	10	5	77	4	5	0	10	13	12	16	5	18	0	16	0	20	1	17	84967	ENSG00000181817	LSM10
8	6	18	8	5	24	6	5	0	4	5	11	27	6	4	0	4	0	13	6	18	134353	ENSG00000155858	LSM11
33	6	14	18	14	83	14	12	4	30	14	14	81	13	7	0	11	1	29	16	35	124801	ENSG00000161654	LSM12
4	0	0	0	0	5	0	0	0	0	0	0	5	1	0	0	0	0	1	1	1	653122	NA	LSM12P1
242	63	263	191	66	804	122	93	35	126	160	123	444	91	41	0	143	3	247	141	269	26065	ENSG00000257103	LSM14A
67	10	39	33	8	118	15	16	4	28	19	27	95	20	10	0	23	1	42	26	47	149986	ENSG00000149657	LSM14B
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100820732	NA	LSM1P1
36	7	6	15	3	50	12	11	1	7	13	9	29	12	0	0	10	0	24	9	21	57819	ENSG00000204392	LSM2
22	32	19	35	26	180	14	20	10	72	36	28	172	34	5	0	43	0	98	62	95	27258	ENSG00000170860	LSM3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100303745	NA	LSM3P2
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	100130178	NA	LSM3P4
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	100303743	NA	LSM3P5
67	9	16	52	11	124	21	23	8	37	29	41	108	39	15	0	31	0	73	13	56	25804	ENSG00000130520	LSM4
46	15	11	31	17	89	4	29	5	24	36	30	82	17	4	0	14	0	47	22	34	23658	ENSG00000106355	LSM5
22	3	22	26	8	100	10	23	3	20	5	29	58	28	10	1	30	4	40	18	44	11157	ENSG00000164167	LSM6
18	3	4	22	1	71	7	10	2	14	11	24	63	19	12	0	5	1	25	6	38	51690	ENSG00000130332	LSM7
35	20	54	48	16	66	11	13	1	35	34	42	113	33	5	0	34	3	50	20	43	51691	ENSG00000128534	LSM8
3	1	26	6	1	51	4	7	1	2	0	5	7	1	0	0	1	0	1	1	6	286006	ENSG00000181016	LSMEM1
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132228	ENSG00000179564	LSMEM2
39	8	158	36	35	169	34	14	12	37	80	74	538	119	52	0	75	1	142	61	167	4046	ENSG00000130592	LSP1
47	9	18	74	7	173	49	29	5	15	31	45	105	28	34	2	28	5	43	34	97	51599	ENSG00000105699	LSR
120	11	50	31	51	187	32	46	11	38	26	29	258	43	57	2	50	3	104	49	146	4047	ENSG00000160285	LSS
14	15	25	3	3	99	5	9	0	18	14	14	135	29	11	1	21	0	36	5	63	7940	ENSG00000204482	LST1
0	0	1	1	0	2	0	0	1	1	0	0	2	0	1	0	0	1	1	0	1	4049	ENSG00000226979	LTA
123	92	311	174	98	603	67	101	13	142	162	203	656	150	59	1	139	6	238	81	306	4048	ENSG00000111144	LTA4H
2	1	3	0	0	20	1	2	0	4	0	2	33	6	11	0	3	1	8	3	5	4050	ENSG00000227507	LTB
15	5	21	36	8	57	2	5	0	7	4	4	55	4	19	4	11	1	20	4	16	1241	ENSG00000213903	LTB4R
3	1	15	7	0	6	6	0	0	5	2	2	11	3	6	1	4	1	3	1	9	56413	ENSG00000213906	LTB4R2
207	36	238	95	79	894	119	113	33	127	163	136	431	121	55	0	141	10	433	222	461	4052	ENSG00000049323	LTBP1
1464	78	780	379	157	2423	294	175	63	316	321	389	1082	259	227	2	335	14	947	626	839	4053	ENSG00000119681	LTBP2
301	24	231	161	34	444	92	39	17	73	131	146	446	90	95	3	116	17	178	162	225	4054	ENSG00000168056	LTBP3
316	19	564	96	25	312	64	27	11	56	25	79	220	47	104	5	41	6	129	106	116	8425	ENSG00000090006	LTBP4
464	86	238	281	67	581	99	74	16	173	168	173	499	84	63	4	109	3	224	94	268	4055	ENSG00000111321	LTBR
0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4056	ENSG00000213316	LTC4S
21	11	10	53	8	118	35	18	10	48	15	52	847	328	53	1	72	8	766	1015	86	4057	ENSG00000012223	LTF
19	0	66	3	0	3	2	1	0	1	1	2	7	5	6	1	1	0	1	0	5	4058	ENSG00000062524	LTK
98	16	92	103	34	262	63	40	12	52	53	67	168	36	16	0	42	0	124	27	99	26046	ENSG00000198862	LTN1
98	9	55	56	12	146	29	24	8	35	36	46	101	22	6	0	31	0	57	28	81	84946	ENSG00000135521	LTV1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	100289220	ENSG00000250219	LTV1P1
161	17	194	146	32	279	74	36	18	72	49	77	296	71	61	2	72	8	167	71	203	55692	ENSG00000007392	LUC7L
970	47	589	569	131	2087	435	410	114	378	311	442	1489	457	309	51	462	141	761	468	1021	51747	ENSG00000108848	LUC7L3
33	4	46	105	6	17	6	5	0	27	8	39	25	5	4	0	1	0	10	3	30	100505994	ENSG00000248323	LUCAT1
1062	242	297	733	677	3913	336	533	117	614	716	819	2416	444	43	0	460	14	1087	544	1244	4060	ENSG00000139329	LUM
1	1	0	4	1	3	0	0	0	1	5	6	2	1	0	0	1	1	12	2	3	541468	ENSG00000171357	LURAP1
83	4	36	60	17	181	11	10	0	27	22	3	63	6	6	0	10	2	41	28	43	286343	ENSG00000153714	LURAP1L
0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	101929467	ENSG00000235448	LURAP1L-AS1
250	43	369	181	38	602	120	92	21	81	81	118	346	105	40	1	92	7	186	81	249	7798	ENSG00000169641	LUZP1
0	0	2	0	4	15	0	1	0	0	0	0	2	1	1	0	0	0	1	0	0	338645	ENSG00000187398	LUZP2
46	12	20	27	10	125	27	23	3	31	32	44	162	31	2	0	22	0	90	46	76	56925	ENSG00000079257	LXN
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	2	8581	ENSG00000167656	LY6D
177	49	84	231	22	737	215	135	24	63	40	93	431	93	118	5	121	9	167	123	198	4061	ENSG00000160932	LY6E
10	1	14	5	1	1	6	0	0	2	1	0	3	0	1	0	1	0	7	0	7	58496	ENSG00000240053	LY6G5B
0	0	0	0	0	10	1	1	0	0	1	0	0	2	1	0	0	0	0	5	0	80741	ENSG00000204428	LY6G5C
1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80740	ENSG00000204421	LY6G6C
0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58530	ENSG00000244355	LY6G6D
0	0	2	0	0	2	1	1	0	0	0	0	10	2	0	1	6	0	0	5	10	79136	NA	LY6G6E
0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4062	ENSG00000176956	LY6H
0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	54742	ENSG00000160886	LY6K
5	2	8	3	2	13	0	4	1	4	6	6	11	3	1	0	1	0	12	4	6	4065	ENSG00000054219	LY75
2	0	4	0	1	12	0	0	0	3	5	2	31	5	1	0	5	0	13	0	4	9450	ENSG00000112799	LY86
1	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	1	285780	ENSG00000216863	LY86-AS1
1	0	41	3	0	16	3	1	0	3	11	11	22	5	1	0	3	0	20	2	8	4063	ENSG00000122224	LY9
2	6	10	6	19	104	8	13	3	18	19	19	30	3	0	0	7	0	22	10	12	23643	ENSG00000154589	LY96
69	15	47	66	8	216	35	49	13	31	27	34	106	13	10	0	34	2	80	29	76	55646	ENSG00000145220	LYAR
3	0	1	0	0	2	0	0	0	2	1	1	3	3	0	0	0	0	3	0	5	129530	ENSG00000144214	LYG1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254773	ENSG00000185674	LYG2
35	3	8	17	4	64	9	2	1	3	7	8	41	18	11	0	13	0	17	9	28	4066	ENSG00000104903	LYL1
109	100	296	155	82	366	44	71	12	100	47	89	298	66	61	0	66	7	182	58	178	4067	ENSG00000254087	LYN
27	10	9	6	1	32	7	3	2	3	13	14	11	9	8	2	0	1	12	12	8	66004	ENSG00000180155	LYNX1
1	0	0	1	0	9	0	2	1	0	1	2	2	0	1	0	0	0	1	0	1	116372	ENSG00000150551	LYPD1
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	137797	ENSG00000197353	LYPD2
2	1	0	0	0	10	1	0	0	0	0	1	1	1	0	0	13	1	4	3	1	27076	ENSG00000124466	LYPD3
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	147719	ENSG00000273111	LYPD4
9	0	26	3	1	115	41	19	0	2	3	6	22	10	4	0	16	0	13	6	14	284348	ENSG00000159871	LYPD5
0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	130574	ENSG00000187123	LYPD6
0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	130576	ENSG00000150556	LYPD6B
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	646627	ENSG00000259823	LYPD8
59	22	26	46	29	163	24	13	2	32	52	42	180	19	8	0	38	0	93	24	102	10434	ENSG00000120992	LYPLA1
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	100129401	NA	LYPLA1P1
0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	157713	NA	LYPLA1P3
46	7	3	23	10	50	12	15	1	15	23	36	53	5	23	0	29	1	32	28	44	11313	ENSG00000011009	LYPLA2
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	653639	NA	LYPLA2P1
21	10	10	21	9	79	11	8	2	17	18	32	51	7	2	0	13	0	21	3	38	127018	ENSG00000143353	LYPLAL1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	102723886	NA	LYPLAL1-AS1
6	4	13	28	15	63	9	9	0	20	22	19	38	5	6	0	7	0	34	19	8	57149	ENSG00000102897	LYRM1
43	22	13	47	18	81	23	11	2	26	37	24	84	17	11	0	20	1	60	20	59	57226	ENSG00000083099	LYRM2
13	1	7	10	3	27	9	6	1	7	4	5	12	11	2	0	1	0	19	9	10	57128	ENSG00000214113	LYRM4
11	6	13	4	14	53	3	13	1	20	17	10	68	9	8	0	18	0	32	14	38	NA	NA	LYRM5
44	3	16	41	6	62	10	10	1	13	13	21	70	9	5	1	8	1	18	13	34	90624	ENSG00000186687	LYRM7
7	1	1	2	2	1	0	1	0	2	1	5	8	1	7	0	6	1	4	1	2	201229	ENSG00000232859	LYRM9
21	3	19	24	6	37	5	4	0	11	3	4	19	7	2	0	11	2	27	18	18	388695	ENSG00000163155	LYSMD1
15	9	15	11	4	91	13	17	6	8	8	4	52	13	7	0	2	0	25	5	12	256586	ENSG00000140280	LYSMD2
79	19	72	74	27	246	26	30	4	25	45	29	97	23	8	0	19	0	46	34	74	116068	ENSG00000176018	LYSMD3
16	5	16	18	0	15	0	2	1	1	11	7	14	3	2	1	10	0	9	8	5	145748	ENSG00000183060	LYSMD4
373	35	510	291	112	851	118	125	22	145	181	207	706	261	43	0	168	4	513	161	544	1130	ENSG00000143669	LYST
0	0	8	0	11	2	0	0	0	0	5	0	4	5	0	0	0	0	1	2	1	100874266	NA	LYST-AS1
35	19	28	106	100	307	11	19	14	133	102	140	264	68	24	0	70	2	134	93	187	10894	ENSG00000133800	LYVE1
28	83	565	122	110	902	30	148	20	364	496	522	1877	524	149	1	331	6	707	471	610	4069	ENSG00000090382	LYZ
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	119180	ENSG00000151033	LYZL2
65	8	43	33	28	110	15	22	2	52	26	44	125	28	7	0	19	0	66	19	75	84328	ENSG00000162441	LZIC
21	20	16	25	9	61	4	6	1	16	14	11	36	13	6	1	6	0	20	11	31	54585	ENSG00000163818	LZTFL1
194	11	98	82	8	176	31	19	5	38	46	65	150	30	30	0	26	4	75	33	101	8216	ENSG00000099949	LZTR1
40	6	27	14	0	39	5	4	0	16	10	17	32	12	17	0	13	1	40	21	38	11178	ENSG00000061337	LZTS1
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	100874051	ENSG00000253733	LZTS1-AS1
216	16	133	114	10	234	82	37	2	27	40	88	174	24	52	2	57	3	84	51	96	84445	ENSG00000107816	LZTS2
41	5	40	44	4	33	4	6	4	10	10	22	55	9	19	3	14	1	24	2	16	9762	ENSG00000088899	LZTS3
0	0	0	0	0	2548	702	434	169	5	0	0	0	0	0	0	0	0	2	1	5	NA	NA	M
1	0	0	0	0	0	0	0	0	0	1	0	5	5	0	0	0	0	2	0	1	130951	ENSG00000159374	M1AP
111	76	102	127	54	403	63	78	13	135	86	80	320	75	35	0	68	1	161	83	163	4074	ENSG00000003056	M6PR
16	4	36	4	1	20	1	0	2	0	9	1	6	7	2	0	7	1	15	8	13	NA	NA	MAATS1
0	0	1	1	0	8	0	2	0	0	0	0	6	0	1	0	1	0	1	0	2	4081	ENSG00000180660	MAB21L1
8	1	6	6	1	8	3	0	1	1	8	2	8	7	3	0	1	0	2	0	5	10586	ENSG00000181541	MAB21L2
0	0	0	3	0	2	3	0	0	0	0	0	1	5	0	0	1	0	1	0	1	126868	ENSG00000173212	MAB21L3
72	25	55	85	11	86	8	11	4	19	38	48	159	27	8	1	29	4	45	20	77	346389	ENSG00000183742	MACC1
2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100874041	ENSG00000228598	MACC1-AS1
7710	616	8167	3781	858	12554	2837	2174	591	1954	2214	2433	7841	2123	966	11	2185	95	4110	2303	5358	23499	ENSG00000127603	MACF1
10	4	1	3	2	11	2	0	0	0	1	2	10	0	12	1	3	0	8	4	2	28992	ENSG00000133315	MACROD1
63	12	10	80	12	148	25	28	9	33	98	52	356	66	6	1	37	1	69	30	65	140733	ENSG00000172264	MACROD2
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	100379174	ENSG00000235914	MACROD2-AS1
167	8	59	42	5	137	37	23	8	40	57	69	162	58	48	2	76	3	60	51	110	8379	ENSG00000002822	MAD1L1
6	2	6	17	0	15	0	1	1	4	5	3	29	6	1	0	8	1	7	6	16	4085	ENSG00000164109	MAD2L1
5	3	10	5	1	24	8	0	1	5	2	7	17	3	4	0	12	0	14	6	8	9587	ENSG00000124688	MAD2L1BP
60	1	29	34	14	56	8	2	1	10	13	36	54	9	15	0	14	0	40	11	28	10459	ENSG00000116670	MAD2L2
1	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	8174	ENSG00000099866	MADCAM1
248	17	194	106	27	440	98	65	8	40	115	142	335	96	56	1	80	5	178	108	251	8567	ENSG00000110514	MADD
95	12	67	65	9	151	30	17	8	33	45	34	137	22	50	3	40	4	61	32	99	10296	ENSG00000090316	MAEA
250	95	115	179	66	597	91	40	7	117	129	154	502	101	78	1	120	9	190	102	236	4094	ENSG00000178573	MAF
63	9	66	42	9	189	28	22	3	24	30	46	104	32	32	0	35	2	67	33	44	84232	ENSG00000179632	MAF1
134	154	105	110	54	218	24	21	2	130	143	152	329	64	69	4	124	8	210	121	209	9935	ENSG00000204103	MAFB
291	16	331	149	81	484	203	67	15	48	14	24	67	14	35	2	20	2	89	32	53	23764	ENSG00000185022	MAFF
114	15	157	83	59	284	83	61	7	39	31	61	138	34	20	1	21	6	81	45	83	4097	ENSG00000197063	MAFG
8	0	0	2	0	1	0	1	0	2	1	0	5	2	4	0	0	0	1	1	1	NA	NA	MAFG-AS1
1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727764	ENSG00000277400	MAFIP
269	5	202	107	8	166	87	19	3	14	10	25	52	22	33	2	21	2	53	26	41	7975	ENSG00000198517	MAFK
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4099	ENSG00000105695	MAG
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4100	ENSG00000198681	MAGEA1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4109	ENSG00000124260	MAGEA10
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4110	ENSG00000185247	MAGEA11
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4103	ENSG00000147381	MAGEA4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4104	NA	MAGEA5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4105	ENSG00000197172	MAGEA6
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4106	NA	MAGEA7P
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4107	ENSG00000156009	MAGEA8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4112	ENSG00000214107	MAGEB1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	139422	ENSG00000177689	MAGEB10
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	645864	ENSG00000182798	MAGEB17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	286514	ENSG00000176774	MAGEB18
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9947	ENSG00000155495	MAGEC1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	51438	ENSG00000046774	MAGEC2
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139081	ENSG00000165509	MAGEC3
183	20	70	54	25	200	42	21	7	41	79	130	343	88	60	1	68	2	100	64	122	9500	ENSG00000179222	MAGED1
140	17	79	54	19	299	30	41	11	56	66	68	341	80	40	2	58	3	112	84	129	10916	ENSG00000102316	MAGED2
1	0	5	3	0	10	0	1	1	1	7	2	10	0	3	0	0	0	4	1	1	57692	ENSG00000198934	MAGEE1
0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	139599	ENSG00000186675	MAGEE2
41	6	23	41	1	94	14	20	1	10	18	17	78	16	10	1	11	2	48	27	59	64110	ENSG00000177383	MAGEF1
14	0	13	16	4	74	12	9	2	1	3	4	47	5	3	0	9	0	21	6	25	28986	ENSG00000187601	MAGEH1
0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	1	0	0	0	0	54551	ENSG00000254585	MAGEL2
204	15	213	87	14	402	87	42	20	44	52	63	232	54	48	1	55	1	102	65	149	9223	ENSG00000151276	MAGI1
3	0	9	5	1	13	0	2	0	0	0	3	9	2	2	0	1	0	3	2	0	100873983	ENSG00000240175	MAGI1-AS1
6	3	21	4	1	16	4	1	1	1	2	6	8	1	1	0	5	0	3	1	3	151877	ENSG00000272610	MAGI1-IT1
35	4	14	11	7	45	5	6	0	2	5	2	30	6	6	0	8	0	35	15	29	9863	ENSG00000187391	MAGI2
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100874020	NA	MAGI2-AS1
148	30	134	99	61	390	52	36	16	61	43	49	159	39	8	0	34	7	115	43	67	100505881	ENSG00000234456	MAGI2-AS3
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	MAGI2-IT1
186	31	88	101	19	449	89	65	25	48	89	74	339	60	35	0	68	6	159	63	162	260425	ENSG00000081026	MAGI3
0	0	4	1	0	4	2	0	1	0	0	2	11	3	1	0	1	1	6	1	4	79917	ENSG00000269313	MAGIX
23	6	6	20	9	155	24	36	3	26	9	28	80	14	3	0	10	0	49	18	50	4116	ENSG00000162385	MAGOH
3	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	100506898	NA	MAGOH2P
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	90352	NA	MAGOH3P
36	4	25	21	5	89	11	5	2	25	11	18	95	15	4	0	12	0	32	28	40	55110	ENSG00000111196	MAGOHB
112	50	79	109	43	406	70	58	15	75	98	98	330	76	33	1	87	2	128	82	189	84061	ENSG00000102158	MAGT1
5	1	25	16	3	7	1	0	0	6	15	7	19	4	3	0	1	0	10	4	3	4117	ENSG00000111837	MAK
63	17	41	69	13	111	20	20	1	26	15	35	43	10	9	0	19	2	41	12	33	84549	ENSG00000198042	MAK16
16	1	3	1	1	18	1	4	1	0	5	1	9	0	8	0	1	0	4	0	5	4118	ENSG00000172005	MAL
77	37	33	108	32	270	36	44	13	41	67	66	168	22	17	0	49	2	125	38	114	114569	ENSG00000147676	MAL2
88689	36988	104763	113770	52641	160575	46565	41463	14082	42254	51521	55645	128333	38666	9511	45	42697	3044	85376	41518	95546	378938	ENSG00000251562	MALAT1
6	14	1	15	9	57	6	4	4	10	7	13	82	14	25	1	7	1	21	12	26	7851	ENSG00000144063	MALL
8	0	3	1	1	7	2	0	0	0	15	13	63	11	0	0	0	0	0	1	1	340895	ENSG00000204740	MALRD1
19	2	14	7	5	44	14	1	1	4	6	8	22	6	3	1	7	0	23	4	13	115416	ENSG00000156928	MALSU1
53	18	80	61	12	257	33	25	8	30	44	43	133	19	14	0	21	0	44	19	64	10892	ENSG00000172175	MALT1
164	13	98	34	21	273	31	26	3	45	21	25	113	19	55	0	32	3	49	46	57	256691	ENSG00000165072	MAMDC2
26	0	12	31	2	37	6	4	1	7	2	4	8	4	7	1	3	0	12	5	7	100507244	ENSG00000204706	MAMDC2-AS1
47	0	5	53	3	32	8	6	5	5	23	15	25	1	3	0	7	1	9	5	14	158056	ENSG00000177943	MAMDC4
107	14	152	181	17	276	68	26	10	46	87	91	192	45	16	0	57	3	122	57	100	9794	ENSG00000161021	MAML1
358	48	319	181	87	949	162	110	40	87	119	138	374	92	30	0	100	7	230	138	258	84441	ENSG00000184384	MAML2
117	18	122	36	2	121	18	18	4	37	17	33	86	34	9	0	33	2	41	19	103	55534	ENSG00000196782	MAML3
34	10	54	45	3	61	8	0	0	6	9	12	24	3	5	0	11	0	12	9	17	10046	ENSG00000013619	MAMLD1
